order_id,date,store_id,product_id,city,category,quantity,gmv,order_status,is_promo,refund_flag
O0001290,2026-05-02,S020,P002,Shanghai,Coffee,1,69.0,completed,0,0
O0001291,2026-05-02,S020,P007,Shanghai,Snack,2,110.0,completed,0,0
O0001292,2026-05-02,S020,P010,Shanghai,Dairy,2,130.0,completed,0,0
O0001293,2026-05-02,S020,P013,Shanghai,Ready Meal,3,90.0,completed,0,0
O0001294,2026-05-02,S020,P001,Shanghai,Coffee,1,83.0,completed,0,0
O0001295,2026-05-02,S020,P012,Shanghai,Dairy,1,73.0,completed,0,0
O0001296,2026-05-02,S020,P018,Shanghai,Beauty,1,66.0,completed,0,0
O0001297,2026-05-02,S020,P013,Shanghai,Ready Meal,1,30.0,completed,0,0
O0001298,2026-05-02,S020,P010,Shanghai,Dairy,1,65.0,refunded,0,1
O0001299,2026-05-02,S020,P020,Shanghai,Beauty,1,55.0,completed,0,0
O0001300,2026-05-02,S021,P020,Shanghai,Beauty,3,165.0,completed,0,0
O0001301,2026-05-02,S021,P002,Shanghai,Coffee,1,69.0,completed,0,0
O0001302,2026-05-02,S021,P018,Shanghai,Beauty,3,198.0,completed,0,0
O0001303,2026-05-02,S021,P011,Shanghai,Dairy,1,45.0,completed,0,0
O0001304,2026-05-02,S021,P010,Shanghai,Dairy,2,130.0,refunded,0,1
O0001305,2026-05-02,S021,P001,Shanghai,Coffee,3,249.0,completed,0,0
O0001306,2026-05-02,S021,P002,Shanghai,Coffee,2,138.0,completed,0,0
O0001307,2026-05-02,S021,P001,Shanghai,Coffee,3,249.0,completed,0,0
O0001308,2026-05-02,S021,P014,Shanghai,Ready Meal,1,64.0,refunded,0,1
O0001309,2026-05-02,S021,P004,Shanghai,Coffee,1,40.0,completed,0,0
O0001310,2026-05-02,S021,P018,Shanghai,Beauty,1,66.0,completed,0,0
O0001311,2026-05-02,S021,P003,Shanghai,Coffee,1,81.0,completed,0,0
O0001312,2026-05-02,S021,P002,Shanghai,Coffee,1,69.0,completed,0,0
O0001313,2026-05-02,S021,P004,Shanghai,Coffee,3,120.0,completed,0,0
O0001314,2026-05-02,S021,P017,Shanghai,Beauty,2,96.0,completed,0,0
O0001315,2026-05-02,S021,P003,Shanghai,Coffee,1,81.0,completed,0,0
O0001316,2026-05-02,S021,P005,Shanghai,Snack,2,94.0,completed,0,0
O0001317,2026-05-02,S021,P012,Shanghai,Dairy,1,73.0,completed,0,0
O0001318,2026-05-02,S021,P015,Shanghai,Ready Meal,3,219.0,completed,0,0
O0001319,2026-05-02,S021,P010,Shanghai,Dairy,1,65.0,completed,0,0
O0001320,2026-05-02,S021,P008,Shanghai,Snack,1,63.0,completed,0,0
O0001321,2026-05-02,S021,P018,Shanghai,Beauty,1,66.0,completed,0,0
O0001322,2026-05-02,S021,P019,Shanghai,Beauty,1,50.0,completed,0,0
O0001323,2026-05-02,S021,P019,Shanghai,Beauty,1,50.0,completed,0,0
O0001324,2026-05-02,S021,P016,Shanghai,Ready Meal,1,12.0,completed,0,0
O0001325,2026-05-02,S022,P005,Suzhou,Snack,3,141.0,completed,0,0
O0001326,2026-05-02,S022,P007,Suzhou,Snack,3,165.0,completed,0,0
O0001327,2026-05-02,S022,P008,Suzhou,Snack,1,63.0,completed,0,0
O0001328,2026-05-02,S022,P010,Suzhou,Dairy,1,65.0,completed,0,0
O0001329,2026-05-02,S022,P003,Suzhou,Coffee,2,162.0,completed,0,0
O0001330,2026-05-02,S022,P015,Suzhou,Ready Meal,3,219.0,completed,0,0
O0001331,2026-05-02,S022,P015,Suzhou,Ready Meal,3,219.0,completed,0,0
O0001332,2026-05-02,S022,P017,Suzhou,Beauty,1,48.0,completed,0,0
O0001333,2026-05-02,S022,P009,Suzhou,Dairy,2,120.0,refunded,0,1
O0001334,2026-05-02,S022,P018,Suzhou,Beauty,3,198.0,refunded,0,1
O0001335,2026-05-02,S022,P006,Suzhou,Snack,2,44.0,completed,0,0
O0001336,2026-05-02,S023,P009,Suzhou,Dairy,3,180.0,completed,0,0
O0001337,2026-05-02,S023,P018,Suzhou,Beauty,1,66.0,completed,0,0
O0001338,2026-05-02,S023,P019,Suzhou,Beauty,3,150.0,completed,0,0
O0001339,2026-05-02,S023,P020,Suzhou,Beauty,1,55.0,completed,0,0
O0001340,2026-05-02,S023,P015,Suzhou,Ready Meal,1,73.0,completed,0,0
O0001341,2026-05-02,S023,P001,Suzhou,Coffee,1,83.0,completed,0,0
O0001342,2026-05-02,S023,P015,Suzhou,Ready Meal,1,73.0,completed,0,0
O0001343,2026-05-02,S023,P004,Suzhou,Coffee,1,40.0,refunded,0,1
O0001344,2026-05-02,S023,P003,Suzhou,Coffee,1,81.0,completed,0,0
O0001345,2026-05-02,S023,P014,Suzhou,Ready Meal,2,128.0,refunded,0,1
O0001346,2026-05-02,S023,P015,Suzhou,Ready Meal,1,73.0,completed,0,0
O0001347,2026-05-02,S023,P001,Suzhou,Coffee,1,83.0,refunded,0,1
O0001348,2026-05-02,S023,P007,Suzhou,Snack,2,110.0,completed,0,0
O0001349,2026-05-02,S023,P002,Suzhou,Coffee,1,69.0,completed,0,0
O0001350,2026-05-02,S023,P005,Suzhou,Snack,1,47.0,completed,0,0
O0001351,2026-05-02,S023,P003,Suzhou,Coffee,3,243.0,completed,0,0
O0001352,2026-05-02,S023,P003,Suzhou,Coffee,1,81.0,completed,0,0
O0001353,2026-05-02,S023,P001,Suzhou,Coffee,3,249.0,completed,0,0
O0001354,2026-05-02,S023,P016,Suzhou,Ready Meal,3,36.0,completed,0,0
O0001355,2026-05-02,S023,P020,Suzhou,Beauty,3,165.0,completed,0,0
O0001356,2026-05-02,S023,P020,Suzhou,Beauty,1,55.0,completed,0,0
O0001357,2026-05-02,S023,P008,Suzhou,Snack,1,63.0,refunded,0,1
O0001358,2026-05-02,S024,P006,Ningbo,Snack,2,44.0,completed,0,0
O0001359,2026-05-02,S024,P002,Ningbo,Coffee,1,69.0,completed,0,0
O0001360,2026-05-02,S024,P007,Ningbo,Snack,1,55.0,completed,0,0
O0001361,2026-05-02,S024,P015,Ningbo,Ready Meal,1,73.0,completed,0,0
O0001362,2026-05-02,S024,P017,Ningbo,Beauty,1,48.0,completed,0,0
O0001363,2026-05-02,S024,P008,Ningbo,Snack,1,63.0,completed,0,0
O0001364,2026-05-02,S024,P010,Ningbo,Dairy,2,130.0,completed,0,0
O0001365,2026-05-02,S024,P020,Ningbo,Beauty,2,110.0,refunded,0,1
O0001366,2026-05-02,S024,P014,Ningbo,Ready Meal,1,64.0,completed,0,0
O0001367,2026-05-02,S024,P005,Ningbo,Snack,2,94.0,completed,0,0
O0001368,2026-05-02,S024,P003,Ningbo,Coffee,1,81.0,completed,0,0
O0001369,2026-05-02,S024,P001,Ningbo,Coffee,1,83.0,completed,0,0
O0001370,2026-05-02,S024,P003,Ningbo,Coffee,1,81.0,completed,0,0
O0001371,2026-05-02,S024,P008,Ningbo,Snack,1,63.0,completed,0,0
O0001372,2026-05-02,S024,P008,Ningbo,Snack,2,126.0,completed,0,0
O0001373,2026-05-02,S024,P002,Ningbo,Coffee,1,69.0,completed,0,0
O0001374,2026-05-02,S024,P004,Ningbo,Coffee,1,40.0,completed,0,0
O0001375,2026-05-02,S024,P001,Ningbo,Coffee,1,83.0,completed,0,0
O0001376,2026-05-02,S025,P019,Wuxi,Beauty,1,50.0,completed,0,0
O0001377,2026-05-02,S025,P001,Wuxi,Coffee,2,166.0,completed,0,0
O0001378,2026-05-02,S025,P003,Wuxi,Coffee,1,81.0,completed,0,0
O0001379,2026-05-02,S025,P018,Wuxi,Beauty,2,132.0,completed,0,0
O0001380,2026-05-02,S025,P012,Wuxi,Dairy,1,73.0,completed,0,0
O0001381,2026-05-02,S025,P012,Wuxi,Dairy,1,73.0,completed,0,0
O0001382,2026-05-02,S025,P002,Wuxi,Coffee,1,69.0,completed,0,0
O0001383,2026-05-02,S025,P015,Wuxi,Ready Meal,1,73.0,completed,0,0
O0001384,2026-05-02,S025,P004,Wuxi,Coffee,3,120.0,completed,0,0
O0001385,2026-05-02,S025,P015,Wuxi,Ready Meal,3,219.0,completed,0,0
O0001386,2026-05-02,S025,P016,Wuxi,Ready Meal,1,12.0,completed,0,0
O0001387,2026-05-02,S025,P018,Wuxi,Beauty,1,66.0,completed,0,0
O0001388,2026-05-02,S025,P003,Wuxi,Coffee,2,162.0,completed,0,0
O0001389,2026-05-02,S025,P008,Wuxi,Snack,1,63.0,completed,0,0
O0001390,2026-05-02,S025,P019,Wuxi,Beauty,3,150.0,completed,0,0
O0001391,2026-05-02,S025,P006,Wuxi,Snack,2,44.0,completed,0,0
O0001392,2026-05-02,S025,P008,Wuxi,Snack,1,63.0,completed,0,0
O0001393,2026-05-02,S026,P018,Nanjing,Beauty,1,66.0,completed,0,0
O0001394,2026-05-02,S026,P015,Nanjing,Ready Meal,1,73.0,completed,0,0
O0001395,2026-05-02,S026,P015,Nanjing,Ready Meal,3,219.0,completed,0,0
O0001396,2026-05-02,S026,P018,Nanjing,Beauty,2,132.0,completed,0,0
O0001397,2026-05-02,S026,P015,Nanjing,Ready Meal,1,73.0,completed,0,0
O0001398,2026-05-02,S026,P010,Nanjing,Dairy,1,65.0,completed,0,0
O0001399,2026-05-02,S026,P004,Nanjing,Coffee,1,40.0,completed,0,0
O0001400,2026-05-02,S026,P009,Nanjing,Dairy,3,180.0,completed,0,0
O0001401,2026-05-02,S026,P002,Nanjing,Coffee,1,69.0,completed,0,0
O0001402,2026-05-02,S026,P004,Nanjing,Coffee,1,40.0,completed,0,0
O0001403,2026-05-02,S026,P002,Nanjing,Coffee,1,69.0,completed,0,0
O0001404,2026-05-02,S026,P011,Nanjing,Dairy,1,45.0,completed,0,0
O0001405,2026-05-02,S026,P014,Nanjing,Ready Meal,3,192.0,completed,0,0
O0001406,2026-05-02,S026,P020,Nanjing,Beauty,1,55.0,completed,0,0
O0001407,2026-05-02,S026,P017,Nanjing,Beauty,1,48.0,completed,0,0
O0001408,2026-05-02,S026,P008,Nanjing,Snack,1,63.0,completed,0,0
O0001409,2026-05-02,S027,P007,Wuxi,Snack,2,110.0,completed,0,0
O0001410,2026-05-02,S027,P014,Wuxi,Ready Meal,1,64.0,completed,0,0
O0001411,2026-05-02,S027,P008,Wuxi,Snack,3,189.0,completed,0,0
O0001412,2026-05-02,S027,P018,Wuxi,Beauty,2,132.0,completed,0,0
O0001413,2026-05-02,S027,P010,Wuxi,Dairy,1,65.0,completed,0,0
O0001414,2026-05-02,S027,P010,Wuxi,Dairy,1,65.0,completed,0,0
O0001415,2026-05-02,S027,P004,Wuxi,Coffee,1,40.0,completed,0,0
O0001416,2026-05-02,S027,P001,Wuxi,Coffee,2,166.0,completed,0,0
O0001417,2026-05-02,S027,P014,Wuxi,Ready Meal,1,64.0,completed,0,0
O0001418,2026-05-02,S027,P004,Wuxi,Coffee,1,40.0,completed,0,0
O0001419,2026-05-02,S027,P020,Wuxi,Beauty,2,110.0,completed,0,0
O0001420,2026-05-02,S027,P005,Wuxi,Snack,1,47.0,completed,0,0
O0001421,2026-05-02,S027,P010,Wuxi,Dairy,2,130.0,completed,0,0
O0001422,2026-05-02,S027,P017,Wuxi,Beauty,2,96.0,completed,0,0
O0001423,2026-05-02,S027,P017,Wuxi,Beauty,1,48.0,completed,0,0
O0001424,2026-05-02,S027,P012,Wuxi,Dairy,1,73.0,completed,0,0
O0001425,2026-05-02,S027,P010,Wuxi,Dairy,2,130.0,completed,0,0
O0001426,2026-05-02,S028,P012,Ningbo,Dairy,3,219.0,completed,0,0
O0001427,2026-05-02,S028,P020,Ningbo,Beauty,2,110.0,completed,0,0
O0001428,2026-05-02,S028,P019,Ningbo,Beauty,1,50.0,completed,0,0
O0001429,2026-05-02,S028,P011,Ningbo,Dairy,1,45.0,completed,0,0
O0001430,2026-05-02,S028,P009,Ningbo,Dairy,1,60.0,completed,0,0
O0001431,2026-05-02,S028,P019,Ningbo,Beauty,1,50.0,completed,0,0
O0001432,2026-05-02,S028,P019,Ningbo,Beauty,1,50.0,completed,0,0
O0001433,2026-05-02,S028,P001,Ningbo,Coffee,1,83.0,completed,0,0
O0001434,2026-05-02,S028,P019,Ningbo,Beauty,1,50.0,completed,0,0
O0001435,2026-05-02,S028,P008,Ningbo,Snack,3,189.0,completed,0,0
O0001436,2026-05-02,S028,P006,Ningbo,Snack,1,22.0,completed,0,0
O0001437,2026-05-02,S029,P018,Suzhou,Beauty,1,66.0,completed,0,0
O0001438,2026-05-02,S029,P013,Suzhou,Ready Meal,1,30.0,completed,0,0
O0001439,2026-05-02,S029,P019,Suzhou,Beauty,1,50.0,completed,0,0
O0001440,2026-05-02,S029,P001,Suzhou,Coffee,2,166.0,refunded,0,1
O0001441,2026-05-02,S029,P002,Suzhou,Coffee,2,138.0,completed,0,0
O0001442,2026-05-02,S029,P008,Suzhou,Snack,1,63.0,completed,0,0
O0001443,2026-05-02,S029,P003,Suzhou,Coffee,1,81.0,completed,0,0
O0001444,2026-05-02,S029,P013,Suzhou,Ready Meal,3,90.0,completed,0,0
O0001445,2026-05-02,S029,P006,Suzhou,Snack,1,22.0,completed,0,0
O0001446,2026-05-02,S029,P015,Suzhou,Ready Meal,3,219.0,completed,0,0
O0001447,2026-05-02,S029,P010,Suzhou,Dairy,1,65.0,completed,0,0
O0001448,2026-05-02,S029,P003,Suzhou,Coffee,1,81.0,completed,0,0
O0001449,2026-05-02,S029,P018,Suzhou,Beauty,1,66.0,completed,0,0
O0001450,2026-05-02,S029,P009,Suzhou,Dairy,1,60.0,refunded,0,1
O0001451,2026-05-02,S029,P001,Suzhou,Coffee,2,166.0,completed,0,0
O0001452,2026-05-02,S029,P008,Suzhou,Snack,2,126.0,completed,0,0
O0001453,2026-05-02,S029,P002,Suzhou,Coffee,2,138.0,completed,0,0
O0001454,2026-05-02,S030,P012,Hangzhou,Dairy,3,219.0,completed,0,0
O0001455,2026-05-02,S030,P017,Hangzhou,Beauty,3,144.0,completed,0,0
O0001456,2026-05-02,S030,P008,Hangzhou,Snack,1,63.0,completed,0,0
O0001457,2026-05-02,S030,P001,Hangzhou,Coffee,3,249.0,completed,0,0
O0001458,2026-05-02,S030,P005,Hangzhou,Snack,1,47.0,completed,0,0
O0001459,2026-05-02,S030,P014,Hangzhou,Ready Meal,1,64.0,completed,0,0
O0001460,2026-05-02,S030,P020,Hangzhou,Beauty,3,165.0,completed,0,0
O0001461,2026-05-02,S030,P001,Hangzhou,Coffee,1,83.0,completed,0,0
O0001462,2026-05-02,S030,P007,Hangzhou,Snack,2,110.0,completed,0,0
O0001463,2026-05-02,S030,P020,Hangzhou,Beauty,2,110.0,completed,0,0
O0001464,2026-05-02,S030,P008,Hangzhou,Snack,1,63.0,completed,0,0
O0001465,2026-05-02,S030,P018,Hangzhou,Beauty,2,132.0,completed,0,0
O0001466,2026-05-02,S030,P010,Hangzhou,Dairy,2,130.0,completed,0,0
O0001467,2026-05-02,S030,P017,Hangzhou,Beauty,1,48.0,completed,0,0
O0001468,2026-05-02,S030,P007,Hangzhou,Snack,1,55.0,completed,0,0
O0001469,2026-05-02,S030,P019,Hangzhou,Beauty,1,50.0,completed,0,0
O0001470,2026-05-02,S030,P018,Hangzhou,Beauty,3,198.0,completed,0,0
O0001471,2026-05-02,S030,P015,Hangzhou,Ready Meal,1,73.0,completed,0,0
O0001472,2026-05-02,S030,P001,Hangzhou,Coffee,1,83.0,completed,0,0
O0001473,2026-05-02,S030,P008,Hangzhou,Snack,1,63.0,completed,0,0
O0001474,2026-05-02,S030,P005,Hangzhou,Snack,1,47.0,completed,0,0
O0001475,2026-05-02,S030,P009,Hangzhou,Dairy,1,60.0,completed,0,0
O0001476,2026-05-02,S030,P010,Hangzhou,Dairy,3,195.0,completed,0,0
O0001477,2026-05-02,S030,P015,Hangzhou,Ready Meal,1,73.0,completed,0,0
O0001478,2026-05-02,S030,P005,Hangzhou,Snack,1,47.0,completed,0,0
O0001479,2026-05-02,S030,P018,Hangzhou,Beauty,3,198.0,completed,0,0
O0001480,2026-05-02,S031,P003,Shanghai,Coffee,3,243.0,completed,0,0
O0001481,2026-05-02,S031,P010,Shanghai,Dairy,2,130.0,completed,0,0
O0001482,2026-05-02,S031,P017,Shanghai,Beauty,1,48.0,completed,0,0
O0001483,2026-05-02,S031,P018,Shanghai,Beauty,2,132.0,completed,0,0
O0001484,2026-05-02,S031,P001,Shanghai,Coffee,3,249.0,completed,0,0
O0001485,2026-05-02,S031,P001,Shanghai,Coffee,1,83.0,refunded,0,1
O0001486,2026-05-02,S031,P008,Shanghai,Snack,1,63.0,completed,0,0
O0001487,2026-05-02,S031,P012,Shanghai,Dairy,1,73.0,completed,0,0
O0001488,2026-05-02,S031,P009,Shanghai,Dairy,1,60.0,completed,0,0
O0001489,2026-05-02,S031,P014,Shanghai,Ready Meal,1,64.0,completed,0,0
O0001490,2026-05-02,S031,P015,Shanghai,Ready Meal,1,73.0,completed,0,0
O0001491,2026-05-02,S031,P013,Shanghai,Ready Meal,1,30.0,completed,0,0
O0001492,2026-05-02,S031,P012,Shanghai,Dairy,1,73.0,completed,0,0
O0001493,2026-05-02,S031,P005,Shanghai,Snack,2,94.0,completed,0,0
O0001494,2026-05-02,S031,P014,Shanghai,Ready Meal,1,64.0,refunded,0,1
O0001495,2026-05-02,S031,P015,Shanghai,Ready Meal,3,219.0,refunded,0,1
O0001496,2026-05-02,S032,P015,Suzhou,Ready Meal,1,73.0,completed,0,0
O0001497,2026-05-02,S032,P018,Suzhou,Beauty,3,198.0,completed,0,0
O0001498,2026-05-02,S032,P015,Suzhou,Ready Meal,2,146.0,completed,0,0
O0001499,2026-05-02,S032,P004,Suzhou,Coffee,1,40.0,completed,0,0
O0001500,2026-05-02,S032,P020,Suzhou,Beauty,1,55.0,completed,0,0
O0001501,2026-05-02,S032,P001,Suzhou,Coffee,2,166.0,completed,0,0
O0001502,2026-05-02,S032,P013,Suzhou,Ready Meal,1,30.0,completed,0,0
O0001503,2026-05-02,S032,P019,Suzhou,Beauty,1,50.0,completed,0,0
O0001504,2026-05-02,S032,P009,Suzhou,Dairy,1,60.0,completed,0,0
O0001505,2026-05-02,S032,P002,Suzhou,Coffee,1,69.0,completed,0,0
O0001506,2026-05-02,S032,P013,Suzhou,Ready Meal,1,30.0,completed,0,0
O0001507,2026-05-02,S032,P015,Suzhou,Ready Meal,1,73.0,completed,0,0
O0001508,2026-05-02,S032,P004,Suzhou,Coffee,3,120.0,completed,0,0
O0001509,2026-05-02,S032,P003,Suzhou,Coffee,1,81.0,completed,0,0
O0001510,2026-05-02,S032,P008,Suzhou,Snack,1,63.0,completed,0,0
O0001511,2026-05-02,S032,P016,Suzhou,Ready Meal,2,24.0,completed,0,0
O0001512,2026-05-02,S032,P013,Suzhou,Ready Meal,3,90.0,completed,0,0
O0001513,2026-05-02,S032,P010,Suzhou,Dairy,1,65.0,completed,0,0
O0001514,2026-05-02,S032,P010,Suzhou,Dairy,3,195.0,completed,0,0
O0001515,2026-05-02,S032,P003,Suzhou,Coffee,1,81.0,completed,0,0
O0001516,2026-05-02,S032,P020,Suzhou,Beauty,1,55.0,completed,0,0
O0001517,2026-05-02,S032,P015,Suzhou,Ready Meal,3,219.0,completed,0,0
O0001518,2026-05-02,S033,P008,Hangzhou,Snack,2,126.0,completed,0,0
O0001519,2026-05-02,S033,P002,Hangzhou,Coffee,3,207.0,completed,0,0
O0001520,2026-05-02,S033,P010,Hangzhou,Dairy,3,195.0,refunded,0,1
O0001521,2026-05-02,S033,P012,Hangzhou,Dairy,2,146.0,completed,0,0
O0001522,2026-05-02,S033,P001,Hangzhou,Coffee,2,166.0,completed,0,0
O0001523,2026-05-02,S033,P001,Hangzhou,Coffee,1,83.0,completed,0,0
O0001524,2026-05-02,S033,P002,Hangzhou,Coffee,1,69.0,completed,0,0
O0001525,2026-05-02,S033,P010,Hangzhou,Dairy,2,130.0,completed,0,0
O0001526,2026-05-02,S033,P010,Hangzhou,Dairy,3,195.0,completed,0,0
O0001527,2026-05-02,S033,P011,Hangzhou,Dairy,3,135.0,completed,0,0
O0001528,2026-05-02,S033,P009,Hangzhou,Dairy,3,180.0,completed,0,0
O0001529,2026-05-02,S033,P008,Hangzhou,Snack,2,126.0,completed,0,0
O0001530,2026-05-02,S033,P003,Hangzhou,Coffee,1,81.0,completed,0,0
O0001531,2026-05-02,S033,P018,Hangzhou,Beauty,2,132.0,completed,0,0
O0001532,2026-05-02,S033,P010,Hangzhou,Dairy,3,195.0,completed,0,0
O0001533,2026-05-02,S033,P016,Hangzhou,Ready Meal,2,24.0,completed,0,0
O0001534,2026-05-02,S033,P001,Hangzhou,Coffee,2,166.0,completed,0,0
O0001535,2026-05-02,S033,P004,Hangzhou,Coffee,1,40.0,completed,0,0
O0001536,2026-05-02,S033,P012,Hangzhou,Dairy,3,219.0,completed,0,0
O0001537,2026-05-02,S033,P011,Hangzhou,Dairy,1,45.0,completed,0,0
O0001538,2026-05-02,S033,P008,Hangzhou,Snack,1,63.0,completed,0,0
O0001539,2026-05-02,S033,P018,Hangzhou,Beauty,1,66.0,completed,0,0
O0001540,2026-05-02,S033,P020,Hangzhou,Beauty,3,165.0,completed,0,0
O0001541,2026-05-02,S034,P010,Nanjing,Dairy,1,65.0,completed,0,0
O0001542,2026-05-02,S034,P009,Nanjing,Dairy,1,60.0,completed,0,0
O0001543,2026-05-02,S034,P005,Nanjing,Snack,1,47.0,completed,0,0
O0001544,2026-05-02,S034,P008,Nanjing,Snack,1,63.0,completed,0,0
O0001545,2026-05-02,S034,P002,Nanjing,Coffee,2,138.0,completed,0,0
O0001546,2026-05-02,S034,P004,Nanjing,Coffee,2,80.0,completed,0,0
O0001547,2026-05-02,S034,P009,Nanjing,Dairy,1,60.0,completed,0,0
O0001548,2026-05-02,S034,P011,Nanjing,Dairy,3,135.0,completed,0,0
O0001549,2026-05-02,S034,P014,Nanjing,Ready Meal,1,64.0,refunded,0,1
O0001550,2026-05-02,S034,P007,Nanjing,Snack,3,165.0,completed,0,0
O0001551,2026-05-02,S034,P012,Nanjing,Dairy,1,73.0,completed,0,0
O0001552,2026-05-02,S035,P012,Nanjing,Dairy,1,73.0,completed,0,0
O0001553,2026-05-02,S035,P013,Nanjing,Ready Meal,2,60.0,completed,0,0
O0001554,2026-05-02,S035,P009,Nanjing,Dairy,2,120.0,completed,0,0
O0001555,2026-05-02,S035,P001,Nanjing,Coffee,1,83.0,completed,0,0
O0001556,2026-05-02,S035,P012,Nanjing,Dairy,1,73.0,completed,0,0
O0001557,2026-05-02,S035,P019,Nanjing,Beauty,3,150.0,completed,0,0
O0001558,2026-05-02,S035,P020,Nanjing,Beauty,1,55.0,completed,0,0
O0001559,2026-05-02,S035,P002,Nanjing,Coffee,1,69.0,completed,0,0
O0001560,2026-05-02,S035,P001,Nanjing,Coffee,2,166.0,completed,0,0
O0001561,2026-05-02,S035,P019,Nanjing,Beauty,1,50.0,refunded,0,1
O0001562,2026-05-02,S035,P013,Nanjing,Ready Meal,2,60.0,completed,0,0
O0001563,2026-05-02,S035,P016,Nanjing,Ready Meal,1,12.0,completed,0,0
O0001564,2026-05-02,S035,P001,Nanjing,Coffee,1,83.0,completed,0,0
O0001565,2026-05-02,S035,P018,Nanjing,Beauty,3,198.0,completed,0,0
O0001566,2026-05-02,S035,P006,Nanjing,Snack,1,22.0,completed,0,0
O0001567,2026-05-02,S036,P020,Hangzhou,Beauty,3,165.0,completed,0,0
O0001568,2026-05-02,S036,P009,Hangzhou,Dairy,1,60.0,completed,0,0
O0001569,2026-05-02,S036,P010,Hangzhou,Dairy,1,65.0,completed,0,0
O0001570,2026-05-02,S036,P018,Hangzhou,Beauty,1,66.0,completed,0,0
O0001571,2026-05-02,S036,P004,Hangzhou,Coffee,2,80.0,completed,0,0
O0001572,2026-05-02,S036,P015,Hangzhou,Ready Meal,1,73.0,completed,0,0
O0001573,2026-05-02,S036,P015,Hangzhou,Ready Meal,1,73.0,completed,0,0
O0001574,2026-05-02,S036,P012,Hangzhou,Dairy,1,73.0,completed,0,0
O0001575,2026-05-02,S036,P014,Hangzhou,Ready Meal,1,64.0,completed,0,0
O0001576,2026-05-02,S036,P020,Hangzhou,Beauty,1,55.0,completed,0,0
O0001577,2026-05-02,S036,P018,Hangzhou,Beauty,3,198.0,completed,0,0
O0001578,2026-05-02,S036,P015,Hangzhou,Ready Meal,1,73.0,completed,0,0
O0001579,2026-05-02,S036,P014,Hangzhou,Ready Meal,1,64.0,completed,0,0
O0001580,2026-05-02,S036,P006,Hangzhou,Snack,1,22.0,completed,0,0
O0001581,2026-05-02,S036,P005,Hangzhou,Snack,3,141.0,completed,0,0
O0001582,2026-05-02,S036,P015,Hangzhou,Ready Meal,1,73.0,completed,0,0
O0001583,2026-05-02,S036,P018,Hangzhou,Beauty,1,66.0,completed,0,0
O0001584,2026-05-02,S036,P003,Hangzhou,Coffee,1,81.0,completed,0,0
O0001585,2026-05-02,S036,P014,Hangzhou,Ready Meal,1,64.0,completed,0,0
O0001586,2026-05-02,S036,P006,Hangzhou,Snack,1,22.0,completed,0,0
O0001587,2026-05-02,S036,P018,Hangzhou,Beauty,2,132.0,completed,0,0
O0001588,2026-05-02,S036,P008,Hangzhou,Snack,3,189.0,completed,0,0
O0001589,2026-05-02,S036,P018,Hangzhou,Beauty,2,132.0,completed,0,0
O0001590,2026-05-02,S036,P012,Hangzhou,Dairy,1,73.0,completed,0,0
O0001591,2026-05-02,S036,P007,Hangzhou,Snack,1,55.0,completed,0,0
O0001592,2026-05-02,S036,P015,Hangzhou,Ready Meal,1,73.0,completed,0,0
O0001593,2026-05-02,S036,P007,Hangzhou,Snack,1,55.0,completed,0,0
O0001594,2026-05-02,S037,P007,Suzhou,Snack,1,55.0,completed,0,0
O0001595,2026-05-02,S037,P007,Suzhou,Snack,1,55.0,completed,0,0
O0001596,2026-05-02,S037,P001,Suzhou,Coffee,2,166.0,completed,0,0
O0001597,2026-05-02,S037,P015,Suzhou,Ready Meal,2,146.0,completed,0,0
O0001598,2026-05-02,S037,P012,Suzhou,Dairy,2,146.0,completed,0,0
O0001599,2026-05-02,S037,P010,Suzhou,Dairy,1,65.0,completed,0,0
O0001600,2026-05-02,S037,P012,Suzhou,Dairy,1,73.0,completed,0,0
O0001601,2026-05-02,S037,P002,Suzhou,Coffee,3,207.0,completed,0,0
O0001602,2026-05-02,S037,P014,Suzhou,Ready Meal,1,64.0,completed,0,0
O0001603,2026-05-02,S037,P001,Suzhou,Coffee,3,249.0,completed,0,0
O0001604,2026-05-02,S037,P018,Suzhou,Beauty,2,132.0,completed,0,0
O0001605,2026-05-02,S037,P002,Suzhou,Coffee,3,207.0,completed,0,0
O0001606,2026-05-02,S037,P012,Suzhou,Dairy,2,146.0,completed,0,0
O0001607,2026-05-02,S037,P003,Suzhou,Coffee,1,81.0,completed,0,0
O0001608,2026-05-02,S037,P001,Suzhou,Coffee,3,249.0,completed,0,0
O0001609,2026-05-02,S037,P017,Suzhou,Beauty,1,48.0,completed,0,0
O0001610,2026-05-02,S038,P007,Ningbo,Snack,1,55.0,completed,0,0
O0001611,2026-05-02,S038,P001,Ningbo,Coffee,1,83.0,completed,0,0
O0001612,2026-05-02,S038,P008,Ningbo,Snack,3,189.0,completed,0,0
O0001613,2026-05-02,S038,P002,Ningbo,Coffee,1,69.0,completed,0,0
O0001614,2026-05-02,S038,P018,Ningbo,Beauty,3,198.0,completed,0,0
O0001615,2026-05-02,S038,P002,Ningbo,Coffee,1,69.0,completed,0,0
O0001616,2026-05-02,S038,P005,Ningbo,Snack,1,47.0,completed,0,0
O0001617,2026-05-02,S038,P010,Ningbo,Dairy,1,65.0,completed,0,0
